"","x"
"astrodome",0
"asunder",0
"asylum",0
"asymmetrical",0
"atlanta",0
"atlantic",0
"atomic",0
"atrocities",0
"attach",0
"attached",0
"attachment",4.02974734339405
"attachments",0
"attack",0
"attacked",0
"attacks",0
"attain",0
"attainable",0
"attaining",0
"attainment",0
"attempt",7.61470984411521
"attempted",0
"attempting",0
"attempts",3.61470984411521
"attend",0
"attendants",0
"attended",3.61470984411521
"attending",0
"attention",4.88956968534579
"attentions",0
"attentively",0
"attitude",0
"attitudes",0
"attorney",0
"attract",0
"attracted",0
"attributed",6.61470984411521
"attributes",0
"auction",0
"auctions",0
"audacity",0
"audience",5.61470984411521
"augment",0
"augmentation",0
"augmented",0
"augmentedin",0
"augmenting",0
"augments",0
"august",0
"aurelius",0
"auspicious",0
"auspiciously",0
"austin",0
"austria",0
"authentic",0
"author",0
"authorised",0
"authorising",0
"authoritative",0
"authoritatively",0
"authorities",0
"authority",0
"authorityare",0
"authorize",0
"authorized",0
"authorizes",0
"authorizing",0
"authors",0
"auto",0
"automation",0
"automobile",0
"automobiles",0
"autumn",0
"auxiliary",0
"avail",0
"available",0
"avarice",0
"avenue",0
"avenues",0
"aver",0
"average",0
"averse",0
"avert",0
"avoid",0
"avoided",0
"avoiding",0
"avowed",0
"await",0
"awake",0
"awaken",0
"awakened",0
"award",0
"awarded",0
"awards",0
"aware",0
"awareness",0
"away",0
"awedand",0
"awesome",0
"awkward",0
"axe",0
"axioms",0
"ayatollah",0
"ayour",0
"azt",0
"azul",0
"babies",0
"baby",0
"back",0
"backed",0
"backers",0
"backgrounds",0
"backs",0
"backtoschool",0
"backwards",0
"bacteria",0
"bad",0
"badly",0
"baffled",6.61470984411521
"bagatelle",0
"baggage",0
"bail",0
"baker",0
"bakers",0
"balance",3.61470984411521
"balanced",0
"baldwin",0
"ball",0
"ballotbox",0
"ban",0
"band",0
"banditti",0
"banish",5.61470984411521
"banishing",0
"bank",0
"bankers",0
"banking",0
"bankrupt",0
"banks",0
"banned",0
"banner",0
"banners",0
"baptist",0
"baptized",0
"barbara",0
"barbary",0
"barbecue",0
"barbed",0
"barbershop",0
"bare",0
"barely",0
"bargain",0
"bark",0
"barr",0
"barriers",0
"barry",0
"barter",0
"barton",0
"base",0
"baseball",0
"based",0
"bases",0
"bashaw",0
"basic",0
"basin",0
"basing",0
"basis",0
"bastion",0
"batavia",0
"batavian",0
"battalions",0
"battle",0
"battlecry",0
"battlefield",0
"battles",0
"battling",0
"baucus",0
"bay",0
"beach",0
"beaches",0
"beachheads",0
"beacon",0
"bear",0
"bearded",0
"bearing",0
"bears",0
"beat",0
"beaten",0
"beautiful",0
"beauty",0
"became",0
"becaue",0
"become",2.4447848426729
"becomes",3.8073549220576
"becoming",3.4447848426729
"bed",0
"beef",0
"beefedup",0
"beenarguing",0
"befall",0
"befallen",0
"befriends",0
"beg",0
"began",0
"begets",0
"begin",0
"beginning",0
"beginnings",0
"begins",0
"begun",0
"behalf",0
"behave",0
"behavior",0
"behe",0
"behemoth",0
"beheve",0
"behind",0
"behold",0
"beholden",0
"behooves",0
"beings",0
"belabored",0
"belief",0
"beliefs",0
"believe",2.0911478880582
"believed",0
"believer",0
"believes",0
"believing",5.02974734339405
"bell",0
"belleau",0
"belligerent",0
"belligerentthe",0
"belong",0
"belonged",0
"belonging",0
"belongs",0
"belongsin",0
"beloved",0
"beneath",0
"benediction",0
"benefactor",0
"beneficent",0
"beneficial",0
"beneficially",0
"beneficiaries",0
"beneficiary",0
"benefit",0
"benefited",0
"benefits",0
"benevolence",0
"benevolent",0
"benighted",0
"benign",0
"benjamin",0
"bennett",0
"bent",0
"bentsen",0
"bereaved",0
"berlin",0
"beseech",0
"beseeching",0
"beside",0
"besides",7.22941968823042
"best",1.52724700286487
"bestowed",0
"bestower",0
"bethen",0
"betrayed",0
"betraying",0
"better",0
"betters",0
"beware",0
"bewilderment",0
"bey",0
"beyond",0
"bible",0
"bibles",0
"bicentennial",0
"bicker",0
"bickering",0
"bid",0
"bier",0
"big",0
"bigger",0
"biggest",0
"bigotry",0
"bill",0
"billi",0
"billie",0
"billion",0
"billionayear",0
"billions",0
"billows",0
"bills",0
"bind",0
"binding",0
"biodegradable",0
"bioethicists",0
"biographers",0
"biography",0
"biological",0
"biomedical",0
"bipartisan",0
"bipartisanship",0
"bir",0
"birch",0
"birds",0
"birth",0
"birthday",0
"bishop",0
"bit",0
"bitter",0
"black",0
"blackmail",0
"blacks",0
"blame",0
"blanca",0
"blank",0
"blast",0
"blaze",0
"bleed",0
"bleeding",0
"bless",0
"blessed",0
"blessing",0
"blessings",3.02974734339405
"blind",0
"blinds",0
"bloated",0
"block",0
"blockaded",0
"blood",0
"bloodshed",0
"bloody",0
"blot",0
"blount",0
"blow",0
"blowing",0
"blown",0
"blows",0
"blue",0
"blurring",0
"blurted",0
"board",3.8073549220576
"boards",0
"boast",0
"boat",0
"boats",0
"bob",0
"bobby",0
"bodies",0
"body",0
"bold",0
"bolder",0
"boldest",0
"boldly",0
"bolivar",0
"bomb",0
"bomber",0
"bona",0
"bond",0
"bondage",0
"bondagethe",0
"bonding",0
"bonds",0
"bone",0
"bonus",0
"book",0
"booklaw",0
"books",0
"boom",0
"boost",0
"boot",0
"booth",0
"border",0
"borders",0
"boredown",0
"born",0
"borne",0
"borrow",0
"borrowed",0
"borrowing",0
"boskin",0
"bosom",0
"bosoms",0
"bosses",0
"boston",0
"bostonians",0
"bothers",0
"bottom",0
"bottoms",0
"bought",0
"bound",0
"boundaries",0
"boundary",0
"boundless",0
"bounds",0
"bounties",0
"bounty",0
"bourbon",0
"bow",0
"bowieknives",0
"box",0
"boy",0
"brady",0
"branch",0
"branches",0
"brand",0
"brash",0
"bravado",0
"brave",0
"bravery",0
"bravo",0
"brazil",0
"breach",0
"breached",0
"bread",0
"breadth",0
"break",0
"breaking",0
"breaks",0
"breakthrough",0
"breast",6.61470984411521
"breath",0
"breathe",0
"breathed",0
"breathing",0
"breathless",0
"breaux",0
"bred",0
"breed",0
"breeze",0
"brethren",0
"brezhnev",0
"bricks",0
"bridge",0
"bridges",0
"brief",0
"briefer",0
"briefing",0
"briefly",0
"brigade",0
"bright",0
"brighter",0
"brightest",0
"brightly",0
"brightness",0
"brilliant",0
"bring",0
"bringing",0
"brings",0
"brink",0
"britain",0
"britains",0
"britainwhen",0
"britannic",0
"british",0
"brittle",0
"broad",0
"broadbased",0
"broadcast",0
"broaden",0
"broadens",0
"broader",0
"broils",0
"broke",0
"broken",0
"brooding",0
"broods",0
"brother",0
"brotherhood",0
"brothers",0
"brought",0
"brow",0
"brown",0
"browns",0
"bruce",0
"brutal",0
"brutalization",0
"brutalized",0
"brutally",0
"btu",0
"buchanan",0
"budget",0
"budgetary",0
"budgeting",0
"budgets",0
"buffaloes",0
"build",0
"builders",0
"building",0
"buildings",0
"buildup",0
"built",3.61470984411521
"bulging",0
"bull",0
"bullets",0
"bulwark",0
"burden",0
"burdening",0
"burdens",0
"bureau",0
"bureaucracy",0
"bureaucratic",0
"bureaucrats",0
"bureaus",0
"buren",0
"buried",0
"burn",0
"burned",0
"burning",0
"burst",0
"burthens",4.29278174922785
"bush",0
"bushel",0
"bushs",0
"business",0
"businesses",0
"businessman",0
"businessmen",0
"busing",0
"butchered",0
"butchers",0
"buy",0
"buyers",0
"buys",0
"buzz",0
"byers",0
"byproducts",0
"byword",0
"cabbies",0
"cabinet",0
"cabinetlevel",0
"cabinets",0
"cable",0
"cadets",0
"caged",0
"cahokia",0
"calamities",0
"calamitous",0
"calamity",0
"calculated",0
"calculation",0
"calculations",0
"calderon",0
"calhoun",0
"california",0
"calio",0
"call",1.85982234195174
"called",0
"calling",0
"callous",0
"calls",0
"calm",0
"calmer",0
"calmly",0
"came",0
"campaign",0
"campaigned",0
"campaigns",0
"camps",0
"campus",0
"can",10.911478880582
"canada",0
"canadian",0
"canal",0
"canand",0
"cancel",0
"canceling",0
"cancer",0
"candid",5.02974734339405
"candidacy",0
"candidate",0
"candidates",0
"candidly",0
"candor",0
"canker",0
"cannon",0
"canonical",0
"canonized",0
"cant",0
"canvasses",0
"capabilities",0
"capability",0
"capable",0
"capacity",0
"cape",0
"capita",0
"capital",0
"capitol",0
"capsule",0
"capt",0
"captain",0
"captivating",0
"captive",0
"captivity",0
"captors",0
"capture",0
"captured",0
"captures",0
"car",0
"carbon",0
"card",0
"cardcarrying",0
"cards",5.61470984411521
"care",0
"cared",0
"career",0
"careers",0
"careful",0
"carefully",0
"carelessly",0
"cares",0
"caretaker",0
"cargoes",0
"caribbean",0
"caring",0
"carlucci",0
"carolina",0
"carolinian",0
"carriages",0
"carried",0
"carrier",0
"carries",0
"carry",0
"carrying",0
"cars",0
"carter",0
"carters",0
"carved",0
"case",0
"casebefore",0
"cases",0
"cash",0
"cast",0
"casting",0
"castro",0
"casual",0
"catastrophes",0
"catastrophic",0
"catch",0
"catching",0
"catholic",0
"cattle",0
"caught",0
"cause",4.18229577611639
"caused",0
"causelessly",0
"causes",7.22941968823042
"causing",0
"caution",0
"cautious",0
"cautiously",0
"cavalry",6.61470984411521
"ccc",0
"cease",0
"ceased",0
"ceasedthat",0
"ceaselessly",0
"cede",0
"ceded",0
"ceding",0
"ceiling",0
"celebrate",0
"celebrated",0
"celebration",0
"celerity",0
"celestial",0
"cell",0
"cells",0
"cement",0
"cementing",0
"cemetery",0
"censures",0
"census",0
"cent",0
"center",0
"centered",0
"centerin",0
"centers",0
"central",0
"centralized",0
"cents",0
"centuries",0
"century",0
"ceremony",0
"ceremonyinstinctively",0
"certain",0
"certainly",0
"certainty",0
"certifiably",0
"certification",0
"cessation",0
"cession",0
"cesspools",0
"chain",6.61470984411521
"chains",0
"chair",0
"chaired",0
"chairman",0
"chairs",0
"challenge",0
"challenged",0
"challenges",0
"challenging",0
"chamber",0
"chambers",0
"champion",0
"champions",0
"championthe",0
"chance",0
"chancellor",0
"chances",0
"change",0
"changed",0
"changes",0
"changing",0
"channel",0
"channels",0
"chao",0
"chaos",0
"chapter",0
"character",8.12345774552007
"characteristic",0
"characterized",0
"characters",0
"charge",0
"chargeable",0
"charged",0
"charges",0
"charging",0
"charisma",0
"charities",0
"charity",0
"charles",0
"chart",0
"charter",0
"chase",0
"chastised",0
"cheap",0
"cheaper",0
"cheapest",0
"cheat",0
"check",0
"checking",0
"checks",0
"cheer",0
"cheerfully",0
"cheering",0
"cheers",0
"cheese",0
"chemical",0
"chemistry",0
"cheney",0
"cherish",0
"cherished",0
"cherishing",0
"cherokee",0
"cherokees",0
"chicago",0
"chickamagas",0
"chico",0
"chief",0
"chiefly",0
"chiefs",0
"child",0
"childhood",0
"children",0
"childrens",0
"childs",0
"chill",0
"china",0
"chinas",0
"chinese",0
"choctaw",0
"choice",3.15527822547791
"choices",0
"chokes",0
"choose",0
"chooses",0
"choosing",0
"chop",0
"chopping",0
"chords",0
"chorus",0
"chose",0
"chosen",3.61470984411521
"chosin",0
"christ",0
"christening",0
"christian",0
"christianity",0
"christians",0
"christine",0
"christmas",0
"christmases",0
"chronic",0
"church",0
"churches",0
"churchill",0
"cia",0
"circle",0
"circuit",0
"circulation",0
"circumference",0
"circumnavigation",0
"circumscribing",0
"circumspection",5.61470984411521
"circumstance",0
"circumstances",4.73356466134325
"cities",0
"citizen",0
"citizens",18.8437886970811
"citizenship",0
"city",0
"citys",0
"civic",0
"civil",2.36678233067162
"civilian",0
"civility",0
"civilization",0
"civilizations",0
"civilize",0
"civilized",0
"claim",0
"claimants",0
"claimed",0
"claiming",0
"claims",0
"clamored",0
"clarity",0
"clark",0
"class",0
"classes",0
"classified",0
"classrooms",0
"clause",0
"clay",0
"clayon",0
"clays",0
"clean",0
"cleaning",0
"cleanup",0
"cleanups",0
"clear",0
"clearer",0
"clearly",0
"clearsighted",0
"cleave",0
"cleaver",0
"cleaves",0
"clements",0
"clergyman",0
"clerk",0
"clerks",0
"cleveland",0
"climate",0
"climb",0
"climbed",0
"climbing",0
"cling",0
"clinics",0
"clinton",0
"cloak",0
"cloathing",0
"clocks",0
"clone",0
"cloned",0
"cloning",0
"close",0
"closed",0
"closely",0
"closeness",0
"closer",0
"closing",0
"clothed",0
"clothes",0
"clothing",0
"cloudy",0
"cluster",0
"coal",0
"coast",3.29278174922785
"coasts",6.61470984411521
"coats",0
"cocaine",0
"code",0
"codify",0
"coercion",0
"cogent",0
"cohesion",0
"cohesive",0
"coin",0
"coinage",0
"coincidence",0
"coinciding",0
"coins",0
"cold",0
"collapse",0
"collapsing",0
"collateral",0
"colleague",0
"colleagues",0
"collect",0
"collected",4.61470984411521
"collection",0
"collective",0
"collectively",0
"collector",0
"collectors",0
"college",0
"colleges",0
"collision",0
"collisions",6.61470984411521
"colonel",0
"colonial",6.61470984411521
"colonies",0
"colonization",0
"colony",0
"color",0
"colorable",0
"colorado",0
"colors",0
"columbia",0
"columbus",0
"columnists",0
"columns",0
"combat",0
"combating",0
"combats",0
"combination",0
"combinationpiece",0
"combinations",0
"combine",0
"combined",0
"come",0
"comes",0
"comfort",0
"comfortable",0
"comforted",0
"comforting",0
"comforts",0
"comic",0
"coming",0
"comingsout",0
"command",3.61470984411521
"commanded",0
"commander",0
"commanderinchief",0
"commanders",5.61470984411521
"commanding",0
"commands",0
"commemorate",0
"commence",0
"commenced",0
"commencement",5.02974734339405
"commences",0
"commencing",6.61470984411521
"commend",0
"commended",0
"commending",0
"commensurate",0
"comment",0
"commentator",0
"commerce",29.7860117335736
"commercial",3.8073549220576
"commission",0
"commissioned",5.61470984411521
"commissioner",0
"commissioners",0
"commit",0
"commitment",0
"commitments",0
"committed",8.74281037792235
"committee",0
"committing",4.29278174922785
"common",2.22239242133645
"commonly",0
"commonplace",0
"commonwealth",0
"commotions",0
"communicate",0
"communicated",0
"communicates",0
"communicating",0
"communication",0
"communications",0
"communism",0
"communisms",0
"communist",0
"communities",0
"community",0
"compact",0
"companies",0
"companion",0
"companions",0
"company",0
"comparatively",0
"compare",0
"compared",0
"comparison",0
"compass",0
"compassion",0
"compassionate",0
"compatible",4.61470984411521
"compeers",0
"compelling",0
"compensated",0
"compensatedpaid",0
"compensation",0
"compensations",0
"compete",0
"competence",0
"competent",0
"competing",0
"competition",0
"competitive",0
"competitiveness",0
"competitors",0
"complacency",0
"complain",0
"complained",0
"complaint",0
"complaints",5.02974734339405
"complementing",0
"complete",0
"completed",0
"completely",0
"completing",0
"completion",0
"complex",0
"complexion",6.61470984411521
"complexity",0
"compliance",0
"complicated",0
"complied",0
"compliment",0
"comply",0
"component",0
"components",0
"compose",0
"composed",0
"comprehend",0
"comprehended",0
"comprehending",0
"comprehension",0
"comprehensive",0
"comprised",0
"comprising",0
"compromise",0
"compromisean",0
"compromised",0
"compromiseever",0
"compromiserepeal",0
"compromises",0
"compromisesrepeal",0
"compromisethat",0
"compulsory",0
"computations",0
"computes",0
"comrades",0
"conceal",13.2294196882304
"concede",0
"concedes",0
"conceive",0
"conceived",0
"concentrate",0
"concept",0
"concepts",0
"concern",0
"concerned",6.88956968534579
"concerning",0
"concerns",3.29278174922785
"concert",0
"concession",0
"concessions",0
"concessionthat",0
"conciliate",0
"conciliating",0
"conciliation",0
"conciliatory",0
"conclude",0
"concluded",0
"conclusion",0
"conclusions",0
"conclusive",0
"concord",0
"concrete",0
"concur",5.61470984411521
"concurred",0
"concurrence",0
"concurrently",0
"concurring",0
"condemn",0
"condemnation",0
"condemnations",0
"condemned",0
"condemning",0
"condition",0
"conditionlet",0
"conditions",0
"condole",0
"condoleezza",0
"condolence",0
"condolences",0
"condoned",0
"conducive",0
"conduct",12.6211129019116
"conducted",0
"conducting",0
"conducts",0
"confederacies",0
"confederacy",0
"confederation",0
"confer",0
"conference",0
"conferred",0
"conferring",0
"confess",0
"confided",0
"confidence",6.66717726400934
"confident",0
"confidential",0
"confidently",0
"confine",0
"confirm",0
"confirmation",0
"confirmations",0
"confirmed",0
"confiscation",0
"conflict",0
"conflicting",0
"conform",0
"conformable",0
"conformably",0
"conforming",0
"conformity",0
"confound",0
"confounded",0
"confront",0
"confrontation",0
"confronted",0
"confronting",0
"confused",0
"confusion",0
"congenial",0
"congratulate",5.02974734339405
"congratulating",0
"congratulations",0
"congregations",0
"congress",8.20069398402974
"congressby",0
"congresses",0
"congressional",0
"congressman",0
"congressmen",0
"congressthat",0
"congresswoman",0
"connected",0
"connecticut",0
"connection",0
"conquer",0
"conquered",0
"conquering",0
"conscience",0
"conscientious",0
"conscientiously",0
"conscious",0
"consciousness",0
"consecrate",0
"consensus",0
"consensusbuilder",0
"consent",3.61470984411521
"consentand",0
"consented",0
"consequence",0
"consequences",7.61470984411521
"consequencesuniversal",0
"consequent",0
"consequently",0
"conservation",0
"conservatism",0
"conservative",0
"consider",10.4588393764608
"considerable",0
"considerably",0
"consideration",13.5390962425334
"considerations",0
"considered",0
"considering",3.61470984411521
"considers",5.61470984411521
"consist",0
"consistency",0
"consistent",0
"consistently",0
"consisting",0
"consists",0
"consolation",0
"consolidate",0
"consoling",0
"conspicuous",0
"conspicuously",0
"conspiracy",0
"constancy",0
"constant",0
"constantly",4.02974734339405
"constituencies",0
"constituency",0
"constituents",3.61470984411521
"constitute",0
"constituted",0
"constitutes",0
"constituting",0
"constitution",2.4447848426729
"constitutional",2.91427012597412
"constitutionally",0
"constitutionduring",0
"constitutions",0
"constitutionto",0
"constitutionwhat",0
"constitutionwhy",0
"constrained",0
"constraints",0
"construct",0
"construction",0
"construe",0
"construing",0
"consular",0
"consuls",0
"consult",5.61470984411521
"consultants",0
"consultation",0
"consultations",0
"consulted",0
"consume",0
"consumer",0
"consumers",0
"consuming",0
"consummated",0
"consummation",0
"consumption",0
"contact",0
